MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:109156	Isl2	insulin related protein 2 (islet 2)	9		spinal cord motor neuron cell fate specification	happens in future spinal cord		IGI	MGI:102673 	J:152175 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		cell fate specification	results in a cell being specified to become cardiac muscle myoblast		IMP	MGI:2154539 	J:37583 	
MGI:1098270	Jag2	jagged 2	12		auditory receptor cell fate commitment			IMP		J:53432 	
MGI:1098270	Jag2	jagged 2	12		cell fate determination			NAS		J:63637 	
MGI:2448492	Kdm6b	KDM1 lysine (K)-specific demethylase 6B	11		cell fate commitment			IMP		J:139680 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		cell fate commitment			IMP		J:81796 	
MGI:1333883	Lats1	large tumor suppressor	10		inner cell mass cell fate commitment			IGI	MGI:1354386 	J:199456 	
MGI:1354386	Lats2	large tumor suppressor 2	14		inner cell mass cell fate commitment			IGI	MGI:1333883 	J:199456 	
MGI:104867	Lbx1	ladybird homeobox 1	19		neuron fate commitment	has the participant neural tube,results in a cell's commitment to neuron		IMP	MGI:1352738 	J:76659 	
MGI:104867	Lbx1	ladybird homeobox 1	19		neuron fate determination	happens in spinal cord roof plate,results in a cell's determination to become glutamatergic neuron|happens in spinal cord roof plate,results in a cell's determination to become GABAergic neuron|happens in spinal cord lateral wall,results in a cell's determination to become glutamatergic neuron|happens in spinal cord lateral wall,results in a cell's determination to become GABAergic neuron		IGI	MGI:1351209 	J:102513 	
MGI:104867	Lbx1	ladybird homeobox 1	19		neuron fate determination	happens in spinal cord roof plate,results in a cell's determination to become GABAergic neuron|happens in spinal cord lateral wall,results in a cell's determination to become GABAergic neuron		IMP	MGI:2182635 	J:102513 	
MGI:2685031	Leo1	Leo1, Paf1/RNA polymerase II complex component	9		endodermal cell fate commitment			IMP		J:149841 	
MGI:102673	Lhx3	LIM homeobox protein 3	2		spinal cord motor neuron cell fate specification	happens in future spinal cord		IGI	MGI:101791 MGI:109156 	J:152175 	
MGI:102673	Lhx3	LIM homeobox protein 3	2		ventral spinal cord interneuron specification			IDA		J:152175 	
MGI:1306803	Lhx6	LIM homeobox protein 6	2		forebrain neuron fate commitment	happens in cerebral cortex,results in a cell's commitment to inhibitory interneuron		IGI	MGI:108067 	J:135983 	
MGI:109360	Lmo4	LIM domain only 4	3		regulation of cell fate specification	regulates a cell's specification to interneuron		IMP	MGI:3664560 	J:147271 	
MGI:1337004	Loxl3	lysyl oxidase-like 3	6		negative regulation of T-helper 17 cell lineage commitment			IMP		J:239159 	
MGI:96885	Ly9	lymphocyte antigen 9	1		T-helper 17 cell lineage commitment			ISO	Q9HBG7 	J:164563 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		cell fate commitment	has the participant common lymphoid progenitor		IMP	MGI:3603182 	J:146135 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		muscle cell fate determination	happens in skeletal muscle tissue,results in a cell's determination to become slow muscle cell		IMP	MGI:3718323 	J:127416 	
MGI:1316736	Men1	multiple endocrine neoplasia 1	19		osteoblast fate commitment			IGI	MGI:109452 MGI:1328787 MGI:99829 	J:93345 	
MGI:107785	Mesp1	mesoderm posterior 1	7		cardiac cell fate determination			IDA		J:159135 	
MGI:107785	Mesp1	mesoderm posterior 1	7		negative regulation of endodermal cell fate specification			IDA		J:159135 	
MGI:107785	Mesp1	mesoderm posterior 1	7		negative regulation of mesodermal cell fate specification			IDA		J:159135 	
MGI:107785	Mesp1	mesoderm posterior 1	7		positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway			IDA		J:145669 	
MGI:1352483	Mga	MAX gene associated	2		cell fate specification			IBA	PTN000137774 	J:265628 	
MGI:3629953	Mir450b	microRNA 450b	X		epidermal cell fate specification			ISO	100126302 	J:190177 	
MGI:3629953	Mir450b	microRNA 450b	X		epithelial cell fate commitment			ISO	100126302 	J:190177 	
MGI:104554	Mitf	melanogenesis associated transcription factor	6		cell fate commitment			IMP	MGI:1856085 	J:94374 	
MGI:109160	Mnx1	motor neuron and pancreas homeobox 1	5		spinal cord motor neuron cell fate specification			IBA	PTN002803306 	J:265628 	
MGI:109160	Mnx1	motor neuron and pancreas homeobox 1	5		spinal cord motor neuron cell fate specification			IMP	MGI:2182358 MGI:2182361 MGI:2182363 	J:57340 	
MGI:1928394	Mtor	mechanistic target of rapamycin kinase	4		T-helper 1 cell lineage commitment			IMP		J:233777 	
MGI:97272	Myl2	myosin, light polypeptide 2, regulatory, cardiac, slow	5		muscle cell fate specification			IMP		J:19811 	
MGI:97275	Myod1	myogenic differentiation 1	7		myoblast fate determination			IDA		J:82185 	
MGI:6278009	Myoparr	myogenin promoter-associated myogenic regulatory antisense lncRNA	1		myoblast fate specification			IDA		J:271538 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		neuron fate commitment			IDA		J:240999 J:241054 	
MGI:1100511	Myt1l	myelin transcription factor 1-like	12		neuron fate specification			IDA		J:240999 J:241054 	
MGI:1919200	Nanog	Nanog homeobox	6		endodermal cell fate specification			ISO	Q9H9S0 	J:168146 	
MGI:1919200	Nanog	Nanog homeobox	6		mesodermal cell fate commitment	results in a cell's commitment to mesodermal cell		IGI	MGI:109452 	J:111703 	
MGI:1919200	Nanog	Nanog homeobox	6		negative regulation of cell fate commitment	regulates a cell's commitment to mesodermal cell		IDA		J:111703 	
MGI:1919200	Nanog	Nanog homeobox	6		negative regulation of cell fate commitment	regulates a cell's commitment to mesodermal cell		IGI	MGI:109452 	J:111703 	
MGI:1919200	Nanog	Nanog homeobox	6		negative regulation of endodermal cell fate specification			TAS		J:114820 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		cell fate commitment	happens in retina layer,has the participant amacrine cell		IGI	MGI:108055 	J:74573 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		pancreatic A cell fate commitment	happens in pancreas,results in a cell's commitment to pancreatic A cell		IGI	MGI:97347 	J:129103 	
MGI:1339708	Neurod1	neurogenic differentiation 1	2		pancreatic PP cell fate commitment	happens in pancreas,results in a cell's commitment to PP cell		IGI	MGI:97347 	J:129103 	
MGI:108055	Neurod4	neurogenic differentiation 4	10		cell fate commitment	happens in retina layer,has the participant amacrine cell		IGI	MGI:1339708 	J:65410 	
MGI:107754	Neurog1	neurogenin 1	13		cell fate commitment	happens in cerebral cortex,has the participant GABAergic neuron|happens in cerebral cortex,has the participant autonomic neuron		IGI	MGI:109619 	J:93057 	
MGI:109619	Neurog2	neurogenin 2	3		cell fate commitment	happens in cerebral cortex,has the participant GABAergic neuron|happens in cerebral cortex,has the participant autonomic neuron		IGI	MGI:107754 	J:93057 	
MGI:99421	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	11		glial cell fate commitment			IDA		J:199442 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		forebrain neuron fate commitment	happens in cerebral cortex,results in a cell's commitment to inhibitory interneuron		IGI	MGI:1306803 	J:135983 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		forebrain neuron fate commitment	happens in cerebral cortex,results in a cell's commitment to inhibitory interneuron		IMP	MGI:1857494 	J:135983 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		neuron fate commitment	has the participant telencephalon,results in a cell's commitment to interneuron|has the participant cerebral cortex,results in a cell's commitment to interneuron		IMP	MGI:3653645 	J:145461 	
MGI:108067	Nkx2-1	NK2 homeobox 1	12		neuron fate commitment			IMP	MGI:3653645 	J:157830 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		neuron fate specification	happens in midbrain,results in a cell being specified to become serotonergic neuron		IGI	MGI:97451 	J:104370 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		neuron fate specification	happens in midbrain		IMP	MGI:1932100 	J:152847 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		pancreatic A cell fate commitment	happens in pancreas,results in a cell's commitment to pancreatic A cell		IGI	MGI:1339708 	J:129103 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		pancreatic A cell fate commitment	happens in pancreas,results in a cell's commitment to type B pancreatic cell		IMP	MGI:1932100 	J:119914 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		pancreatic PP cell fate commitment	happens in pancreas,results in a cell's commitment to PP cell		IGI	MGI:1339708 	J:129103 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		spinal cord oligodendrocyte cell fate specification	happens in spinal cord		IDA		J:135661 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		type B pancreatic cell fate commitment	happens in pancreas,results in a cell's commitment to type B pancreatic cell		IMP	MGI:1932100 	J:119914 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		type B pancreatic cell fate commitment	happens in pancreas,results in a cell's commitment to type B pancreatic cell		IMP	MGI:1932100 	J:129103 	
MGI:97347	Nkx2-2	NK2 homeobox 2	2		ventral spinal cord interneuron fate determination	happens in future spinal cord,results in a cell's determination to become interneuron		IMP	MGI:1932100 	J:54240 	
MGI:97350	Nkx2-5	NK2 homeobox 5	17		atrioventricular node cell fate commitment	happens in atrioventricular node,results in a cell's commitment to cardiac muscle cell		IMP	MGI:3042511 	J:89404 	
MGI:1352738	Nkx6-2	NK6 homeobox 2	7		negative regulation of cell fate commitment	regulates a function/process that happens in future spinal cord,regulates a cell's commitment to interneuron		IMP	MGI:2651850 	J:71607 	
MGI:1352738	Nkx6-2	NK6 homeobox 2	7		positive regulation of cell fate commitment	regulates a function/process that happens in future spinal cord,regulates a function/process that happens in interneuron		IMP	MGI:2651850 	J:71607 	
MGI:1921811	Nkx6-3	NK6 homeobox 3	8		cell fate determination			IMP	MGI:3795186 	J:136085 	
MGI:97359	Nodal	nodal	10		axial mesodermal cell fate specification			IMP		J:85863 	
MGI:97359	Nodal	nodal	10		cell fate commitment			IMP	MGI:2668418 	J:84300 	
MGI:97363	Notch1	notch 1	2		auditory receptor cell fate commitment	results in a cell's commitment to auditory hair cell		IMP	MGI:3044585 MGI:3046196 	J:144981 	
MGI:97363	Notch1	notch 1	2		cell fate commitment	happens in crypt of lieberkuhn,results in a cell's commitment to enterocyte		IMP	MGI:2447212 MGI:2684314 	J:101154 	
MGI:97363	Notch1	notch 1	2		cell fate specification	happens in embryo,results in a cell being specified to become keratinocyte		IMP	MGI:2178778 	J:90057 	
MGI:97363	Notch1	notch 1	2		neuron fate commitment	has the participant cerebral cortex ventricular layer,results in a cell's commitment to CNS neuron (sensu Vertebrata)		IGI	MGI:99460 	J:101735 	
MGI:97363	Notch1	notch 1	2		osteoblast fate commitment			NAS		J:101495 	
MGI:97364	Notch2	notch 2	3		cell fate determination			ISO	RGD:3188 	J:155856 	
MGI:97364	Notch2	notch 2	3		cell fate determination			TAS		J:115539 	
MGI:99460	Notch3	notch 3	17		neuron fate commitment	has the participant cerebral cortex ventricular layer,results in a cell's commitment to CNS neuron (sensu Vertebrata)		IGI	MGI:97363 	J:101735 	
MGI:1100526	Nr2e1	nuclear receptor subfamily 2, group E, member 1	10		cell fate commitment	happens in cerebral cortex,has the participant GABAergic neuron|happens in cerebral cortex,has the participant autonomic neuron		IGI	MGI:97490 	J:93057 	
MGI:1352452	Nr2f2	nuclear receptor subfamily 2, group F, member 2	7		lymphatic endothelial cell fate commitment			ISO	P24468 	J:164563 	
MGI:96083	Nrg1	neuregulin 1	8		glial cell fate commitment			IDA		J:166449 	
MGI:96083	Nrg1	neuregulin 1	8		neuron fate commitment			IMP		J:70080 	
MGI:97380	Ntf3	neurotrophin 3	6		glial cell fate determination			IMP	MGI:1933844 	J:54402 	
MGI:97381	Ntf5	neurotrophin 5	7		ganglion mother cell fate determination			IMP	MGI:1933845 	J:60927 	
MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	7		neuron fate specification			ISO	RGD:3214 	J:155856 	
MGI:1355334	Olig1	oligodendrocyte transcription factor 1	16		neuron fate commitment			IMP	MGI:2179311 	J:75868 	
MGI:1355331	Olig2	oligodendrocyte transcription factor 2	16		neuron fate commitment			IMP	MGI:2179312 	J:75868 	
MGI:1355331	Olig2	oligodendrocyte transcription factor 2	16		oligodendrocyte cell fate specification			IEA	IPR032658 	J:72247 	
MGI:1355331	Olig2	oligodendrocyte transcription factor 2	16		spinal cord oligodendrocyte cell fate specification	happens in spinal cord		IDA		J:135661 	
MGI:2149955	Olig3	oligodendrocyte transcription factor 3	10		spinal cord motor neuron cell fate specification			IMP	MGI:3573868 	J:96749 	
MGI:1196423	Onecut1	one cut domain, family member 1	9		cell fate commitment	happens in hepatic duct,has the participant duct epithelial cell		IGI	MGI:1891408 	J:100352 	
MGI:1891408	Onecut2	one cut domain, family member 2	18		cell fate commitment	happens in hepatic duct,has the participant duct epithelial cell		IGI	MGI:1196423 	J:100352 	
MGI:1859615	Otud5	OTU domain containing 5	X		T-helper 17 cell lineage commitment			IMP	MGI:2386448 MGI:5752247 	J:219495 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		cell fate commitment	happens in future midbrain,has the participant CNS neuron (sensu Vertebrata)		IMP	MGI:2661065 	J:89367 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		cell fate specification	has the participant future midbrain,results in a cell being specified to become CNS neuron (sensu Vertebrata)		IMP	MGI:2176222 MGI:2661065 	J:98336 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		eye photoreceptor cell fate commitment			IMP	MGI:2178753 	J:86636 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		neuron fate commitment	happens in ganglionic eminence		IMP	MGI:2178753 MGI:3665330 	J:224836 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		neuron fate commitment	has the participant midbrain,results in a cell's commitment to dopaminergic neuron		IMP	MGI:2446434 MGI:2661065 	J:104370 	
MGI:97451	Otx2	orthodenticle homeobox 2	14		neuron fate determination	results in a cell's determination to become CNS neuron (sensu Vertebrata)|happens in midbrain		IMP	MGI:2446434 MGI:2661065 	J:152847 	
MGI:1923988	Paf1	Paf1, RNA polymerase II complex component	7		endodermal cell fate commitment			IMP		J:149841 	
MGI:97486	Pax2	paired box 2	19		cell fate determination	happens in optic cup,results in a cell's determination to become pigmented epithelial cell		IMP	MGI:1857673 	J:83532 	
MGI:97486	Pax2	paired box 2	19		mesodermal cell fate specification			IDA		J:129070 	
MGI:97487	Pax3	paired box 3	1		neuron fate commitment	has the participant future spinal cord,results in a cell's commitment to interneuron		IGI	MGI:97491 	J:51645 	
MGI:97490	Pax6	paired box 6	2		cell fate commitment	happens in cerebral cortex,has the participant autonomic neuron|happens in cerebral cortex,has the participant GABAergic neuron		IGI	MGI:1100526 	J:93057 	
MGI:97490	Pax6	paired box 6	2		cell fate commitment	happens in cerebral cortex ventricular layer,has the participant glutamatergic neuron		IMP	MGI:1856155 	J:99239 	
MGI:97490	Pax6	paired box 6	2		cell fate determination	happens in optic cup,results in a cell's determination to become pigmented epithelial cell		IMP	MGI:1934347 	J:83532 	
MGI:97490	Pax6	paired box 6	2		commitment of neuronal cell to specific neuron type in forebrain	happens in telencephalon,results in a cell's commitment to CNS neuron (sensu Vertebrata)		IMP	MGI:1856158 	J:66590 	
MGI:97490	Pax6	paired box 6	2		oligodendrocyte cell fate specification	happens in spinal cord,results in a cell being specified to become oligodendrocyte		IMP	MGI:1856155 	J:50974 	
MGI:97490	Pax6	paired box 6	2		positive regulation of cell fate specification			ISO	RGD:3258 	J:155856 	
MGI:97491	Pax7	paired box 7	4		neuron fate commitment	has the participant future spinal cord,results in a cell's commitment to interneuron		IGI	MGI:97487 	J:51645 	
MGI:97491	Pax7	paired box 7	4		regulation of cell fate commitment			IMP	MGI:1857831 MGI:3047633 	J:188254 	
MGI:97491	Pax7	paired box 7	4		skeletal muscle satellite cell commitment	happens in skeletal musculature,results in a cell's commitment to skeletal muscle satellite cell		IMP	MGI:1857831 	J:64793 	
MGI:103098	Pdpn	podoplanin	4		lymphatic endothelial cell fate commitment			IMP		J:160267 	
MGI:107374	Pitx1	paired-like homeodomain transcription factor 1	13		myoblast fate commitment	happens in 1st branchial arch,results in a cell's commitment to myoblast		IMP	MGI:2384494 	J:120320 	
MGI:104662	Pml	promyelocytic leukemia	9		cell fate commitment	happens in mammary gland epithelium		IMP	MGI:2429949 	J:147092 	
MGI:97588	Pou1f1	POU domain, class 1, transcription factor 1	16		cell fate specification			IDA		J:70561 	
MGI:101895	Pou3f2	POU domain, class 3, transcription factor 2	4		neuron fate commitment			IDA		J:241054 	
MGI:101895	Pou3f2	POU domain, class 3, transcription factor 2	4		neuron fate specification			IDA		J:241054 	
MGI:102525	Pou4f1	POU domain, class 4, transcription factor 1	14		neuron fate specification			IMP		J:154369 J:160718 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		cardiac cell fate determination			ISO	Q01860 	J:164563 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		cell fate commitment	happens in epiblast,has the participant epiblast cell		IMP	MGI:1933381 	J:51139 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		cell fate commitment involved in formation of primary germ layer			ISO	Q01860 	J:164563 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		ectodermal cell fate commitment	results in a cell's commitment to trophectodermal cell		IDA		J:61492 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		endodermal cell fate commitment	results in a cell's commitment to endodermal cell		IDA		J:61492 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		endodermal cell fate specification			ISO	Q01860 	J:168146 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		mesodermal cell fate commitment	results in a cell's commitment to mesodermal cell		IDA		J:61492 	
MGI:101893	Pou5f1	POU domain, class 5, transcription factor 1	17		regulation of heart induction by regulation of canonical Wnt signaling pathway			ISO	Q01860 	J:164563 	
MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	6		cell fate commitment	has the participant epithelial cell		IGI	MGI:102784 	J:95883 	
MGI:97747	Pparg	peroxisome proliferator activated receptor gamma	6		cell fate commitment			IMP	MGI:2651605 	J:213144 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		cell fate commitment			IBA	PTN000421213 	J:265628 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		cell fate commitment	happens in primordial germ cell of yolk sac,has the participant primordial germ cell		IMP	MGI:3586884 	J:99994 	
MGI:99655	Prdm1	PR domain containing 1, with ZNF domain	10		cell fate commitment	happens in primordial germ cell of yolk sac,has the participant primordial germ cell		IMP	MGI:3605483 	J:101718 	
MGI:3588194	Prdm14	PR domain containing 14	1		cell fate specification	results in a cell being specified to become germ cell		IMP	MGI:3805889 	J:138571 	
MGI:3588194	Prdm14	PR domain containing 14	1		inner cell mass cell fate commitment			IDA		J:203762 	
MGI:1925144	Prickle2	prickle planar cell polarity protein 2	6		trophectodermal cell fate commitment	happens in early embryo	PR:000045529	IMP	MGI:4941925 	J:183948 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1857113 	J:31364 	
MGI:104779	Prkdc	protein kinase, DNA activated, catalytic polypeptide	16		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1857113 	J:31364 	
MGI:97772	Prox1	prospero homeobox 1	1		cell fate determination	happens in retina,results in a cell's determination to become retina horizontal cell		IMP	MGI:2386336 	J:83185 	
MGI:97772	Prox1	prospero homeobox 1	1		lymphatic endothelial cell fate commitment			ISO	Q92786 	J:164563 	
MGI:97712	Prrx1	paired related homeobox 1	1		neuron fate determination			IDA		J:196061 	
MGI:1202717	Psen1	presenilin 1	12		cell fate specification	has the participant hair inner root sheath		IGI	MGI:109284 	J:94517 	
MGI:109284	Psen2	presenilin 2	1		cell fate specification	has the participant hair inner root sheath		IGI	MGI:1202717 	J:94517 	
MGI:105373	Ptch1	patched 1	13		cell fate determination			IGI	MGI:1095405 	J:210838 	
MGI:105373	Ptch1	patched 1	13		epidermal cell fate specification			IGI	MGI:1095405 	J:210838 	
MGI:1095405	Ptch2	patched 2	4		cell fate determination			IGI	MGI:105373 	J:210838 	
MGI:1095405	Ptch2	patched 2	4		epidermal cell fate specification			IGI	MGI:105373 	J:210838 	
MGI:1328312	Ptf1a	pancreas specific transcription factor, 1a	2		cell fate commitment	happens in pancreas		IMP	MGI:2387804 	J:78710 	
MGI:1328312	Ptf1a	pancreas specific transcription factor, 1a	2		cell fate commitment	happens in pancreas		IMP	MGI:2387804 MGI:3771319 	J:125691 	
MGI:1328312	Ptf1a	pancreas specific transcription factor, 1a	2		neuron fate commitment	has the participant cerebellum,results in a cell's commitment to GABAergic neuron		IDA		J:100997 	
MGI:105066	Rab10	RAB10, member RAS oncogene family	12		establishment of neuroblast polarity			ISO	RGD:620879 	J:155856 	
MGI:97849	Rag2	recombination activating gene 2	2		B cell lineage commitment	happens in thymus,results in a cell's commitment to B cell|happens in bone marrow,results in a cell's commitment to B cell|happens in spleen,results in a cell's commitment to B cell		IMP	MGI:1858556 	J:31364 	
MGI:97849	Rag2	recombination activating gene 2	2		T cell lineage commitment	happens in thymus,happens in T cell|happens in bone marrow,happens in T cell|happens in spleen,happens in T cell		IMP	MGI:1858556 	J:31364 	
MGI:97856	Rara	retinoic acid receptor, alpha	11		Sertoli cell fate commitment			IMP		J:175162 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		arterial endothelial cell fate commitment			IMP		J:93125 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		auditory receptor cell fate commitment	results in a cell's commitment to cochlear inner hair cell		IMP	MGI:3046196 MGI:3583755 	J:144981 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		blood vessel endothelial cell fate specification			IGI	P52800 	J:93125 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		cell fate commitment	happens in adenohypophysis,has the participant somatotropin secreting cell|happens in adenohypophysis,has the participant thyrotroph		IMP	MGI:3583755 	J:112960 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		epidermal cell fate specification	happens in epidermis stratum spinosum,results in a cell being specified to become keratinocyte		IMP	MGI:1926500 MGI:3583755 	J:114702 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		Notch signaling pathway involved in arterial endothelial cell fate commitment			IC	GO:0060844 	J:93125 	
MGI:96522	Rbpj	recombination signal binding protein for immunoglobulin kappa J region	5		positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment			IMP	MGI:3583755 	J:186421 	
MGI:1096342	Rhoa	ras homolog family member A	9		alpha-beta T cell lineage commitment			IMP		J:221513 	
MGI:1347521	Ror2	receptor tyrosine kinase-like orphan receptor 2	13		cell fate commitment			IMP	MGI:3793279 	J:163602 	
MGI:1309480	Rtf1	RTF1, Paf1/RNA polymerase II complex component	2		endodermal cell fate commitment			IMP		J:149841 	
MGI:1913654	Rtf2	replication termination factor 2	2		site-specific DNA replication termination at RTS1 barrier			IBA	PTN000299506 	J:265628 	
MGI:99852	Runx1	runt related transcription factor 1	16		neuron fate commitment	results in a cell's commitment to mechanoreceptor cell		IMP		J:221586 	
MGI:99829	Runx2	runt related transcription factor 2	17		osteoblast fate commitment			IGI	MGI:1316736 	J:93345 	
MGI:2679336	Satb2	special AT-rich sequence binding protein 2	1		commitment of neuronal cell to specific neuron type in forebrain	results in a cell's commitment to neuron of cerebral cortex		IGI	MGI:107404 MGI:1859823 MGI:1929913 	J:192361 	
MGI:2679336	Satb2	special AT-rich sequence binding protein 2	1		commitment of neuronal cell to specific neuron type in forebrain	results in a cell's commitment to neuron of cerebral cortex		IMP	MGI:3692768 	J:192361 	
MGI:2443685	Scart2	scavenger receptor family member expressed on T cells 2	7		gamma-delta T cell lineage commitment	happens in thymus		IDA		J:137854 	
MGI:892014	Sfrp1	secreted frizzled-related protein 1	8		neural crest cell fate commitment			IMP	MGI:3045799 	J:157931 	
MGI:108078	Sfrp2	secreted frizzled-related protein 2	3		negative regulation of mesodermal cell fate specification	regulates a cell's specification to epiblast cell		IGI	MGI:98956 	J:121773 	
MGI:2442062	Sh3pxd2b	SH3 and PX domains 2B	11		osteoblast fate commitment			IMP		J:235640 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			IMP		J:145323 	
MGI:98297	Shh	sonic hedgehog	5		CD4-positive or CD8-positive, alpha-beta T cell lineage commitment			ISO	Q15465 	J:164563 	
MGI:98297	Shh	sonic hedgehog	5		cell fate commitment	happens in neural tube floor plate		IGI	MGI:95655 	J:121553 	
MGI:98297	Shh	sonic hedgehog	5		cell fate specification			IBA	PTN001726121 	J:265628 	
MGI:98297	Shh	sonic hedgehog	5		cell fate specification			IDA		J:130846 	
MGI:98297	Shh	sonic hedgehog	5		cell fate specification	has the participant diencephalon floor plate		IGI	MGI:1926387 	J:108747 	
MGI:98297	Shh	sonic hedgehog	5		cell fate specification	has the participant otocyst		IMP	MGI:1857796 	J:79100 	
MGI:98297	Shh	sonic hedgehog	5		neuron fate commitment	has the participant cerebral cortex,results in a cell's commitment to interneuron		IMP	MGI:1934268 	J:102950 	
MGI:98297	Shh	sonic hedgehog	5		ventral spinal cord interneuron specification			ISO	Q63673 	J:73065 	
MGI:102780	Six1	sine oculis-related homeobox 1	12		neuron fate specification			IGI	MGI:109344 	J:184001 	
MGI:102778	Six2	sine oculis-related homeobox 2	17		mesodermal cell fate specification			IDA		J:129070 	
MGI:1353620	Slamf6	SLAM family member 6	1		T-helper 17 cell lineage commitment			ISO	Q96DU3 	J:164563 	
MGI:1921998	Slamf8	SLAM family member 8	1		B-1 B cell lineage commitment			IDA		J:266143 	
MGI:109452	Smad1	SMAD family member 1	8		mesodermal cell fate commitment	results in a cell's commitment to mesodermal cell		IGI	MGI:1919200 	J:111703 	
MGI:109452	Smad1	SMAD family member 1	8		osteoblast fate commitment			IGI	MGI:1316736 	J:93345 	
MGI:108051	Smad2	SMAD family member 2	18		cell fate commitment			IMP	MGI:2668416 	J:84300 	
MGI:894293	Smad4	SMAD family member 4	18		neuron fate commitment	has the participant trigeminal ganglion,results in a cell's commitment to peripheral neuron		IMP	MGI:2386393 MGI:2386570 	J:126770 	
MGI:1328787	Smad5	SMAD family member 5	13		osteoblast fate commitment			IGI	MGI:1316736 	J:93345 	
MGI:88192	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	9		glial cell fate determination	happens in cerebral cortex,results in a cell's determination to become glioblast		IMP	MGI:2176173 MGI:3605892 	J:104327 	
MGI:108075	Smo	smoothened, frizzled class receptor	6		cell fate specification	has the participant neural tube		IMP	MGI:2176255 	J:138713 	
MGI:1913292	Sostdc1	sclerostin domain containing 1	12		negative regulation of cell fate commitment	regulates a function/process that happens in integumental system,regulates a cell's commitment to epithelial cell		IMP	MGI:3604658 	J:183911 	
MGI:98357	Sox1	SRY (sex determining region Y)-box 1	8		ventral spinal cord interneuron specification			IMP	MGI:3653406 	J:164670 	
MGI:98364	Sox2	SRY (sex determining region Y)-box 2	3		cell fate commitment			IBA	PTN000030807 	J:265628 	
MGI:98364	Sox2	SRY (sex determining region Y)-box 2	3		cell fate commitment			IDA		J:136180 	
MGI:98364	Sox2	SRY (sex determining region Y)-box 2	3		cell fate specification	has the participant epiblast|has the participant inner cell mass|has the participant extraembryonic ectoderm		IMP	MGI:2449045 	J:81180 	
MGI:98364	Sox2	SRY (sex determining region Y)-box 2	3		endodermal cell fate specification			ISO	P48431 	J:168146 	
